sgRNA	Gene	HT29-Reference	HT29-Baseline	HT29-D1	HT29-D2	HT29-80-1	HT29-80-2
sg_29968_2	PSAT1	1914	1576	1512	551	1115	1141
sg_10460_3	TACC3	4105	3445	2510	1633	1175	1728
sg_54998_1	AURKAIP1	2836	2331	434	437	610	1069
sg_6752_3	SSTR2	811	923	1048	864	468	731
sg_NTC_968	Non_Targeting_Control_968	4648	4211	5384	4768	4782	5849
sg_123872_4	DNAAF1	3557	3031	4281	3118	2045	2023
sg_245973_2	ATP6V1C2	4600	4623	4098	2741	1709	1799
sg_6690_1	SPINK1	4216	3724	3651	2536	3374	1773
sg_10404_4	CPQ	4125	3999	3894	3134	4540	4842
sg_140838_2	NANP	1251	1098	817	912	2020	1664
sg_253175_2	CDY1B	3303	3343	4387	3504	3380	3432
sg_84904_2	ARHGEF39	3142	2966	3323	2149	4528	2847
sg_339512_3	C1orf110	4562	4093	4134	2633	2898	2275
sg_646498_4	C3orf84	2642	2528	3113	2512	2773	4459
sg_118461_2	C10orf71	2615	2297	2873	2490	1570	2263
sg_NTC_986	Non_Targeting_Control_986	3740	3303	3613	2612	1695	2511
sg_NTC_565	Non_Targeting_Control_565	6447	6622	7715	6070	9426	7264
sg_388701_2	C1orf189	3872	3522	3419	2815	813	1799
sg_55846_2	ITFG2	3008	2821	3365	2211	1808	2009
sg_254013_3	METTL20	4513	4128	4051	3066	3045	2627
sg_133746_4	JMY	5872	4138	4404	3163	2748	4009
sg_5068_3	REG3A	3734	2798	3816	3053	2202	1532
sg_9079_1	LDB2	5326	4824	6357	5069	5018	5436
sg_728395_1	TSPY4	3716	3392	4002	2213	2903	2477
sg_2263_2	FGFR2	3566	2715	3129	2619	1756	2702
sg_147841_4	SPC24	1169	377	183	199	2738	2425
sg_91582_2	RPS19BP1	2493	1513	1158	916	470	448
sg_116028_4	RMI2	2284	2295	1175	1052	811	727
sg_84437_2	MSANTD4	2771	2045	2334	1775	950	627
sg_91607_2	SLFN11	2409	2054	2289	1880	1329	2104
sg_124565_4	SLC38A10	4142	3293	2960	2283	2924	1685
sg_101060389_3	LOC101060389	3932	255	15	78	5	6
sg_146547_1	PRSS36	5138	3914	4122	2951	2213	3121
sg_2004_4	ELK3	3707	3218	3248	2809	3153	2652
sg_9123_4	SLC16A3	3489	2705	3034	2633	2056	4083
sg_26512_3	INTS6	2447	984	250	234	847	399
sg_2583_3	B4GALNT1	1538	1132	1139	930	974	859
sg_112942_4	CFAP36	4692	3691	4131	3463	2961	4948
sg_26175_2	TMEM251	3644	2884	2735	2324	2896	3618
sg_254439_1	C11orf86	4486	4070	4801	3741	2334	1187
sg_722_3	C4BPA	4960	4201	4812	4037	6162	5589
sg_9333_3	TGM5	2364	1671	1707	1473	2553	2523
sg_285605_3	DTWD2	3947	3097	3711	2891	3096	2879
sg_3752_3	KCND3	1018	1296	1319	1007	1019	809
sg_6640_1	SNTA1	4434	3358	3492	3000	8505	8369
sg_153129_4	SLC38A9	2858	2610	2695	2661	1710	2192
sg_403341_4	ZBTB34	4130	3174	2989	2705	2261	1515
sg_643365_4	LINC00452	2872	2217	2143	1942	1818	2820
sg_100132396_4	ZNF705B	4126	3368	3527	2466	3034	1963
sg_430_3	ASCL2	1422	1451	1072	1260	1241	2057
sg_NTC_418	Non_Targeting_Control_418	3958	3185	4281	3101	3837	3264
sg_7791_4	ZYX	1810	1819	2033	1609	1572	1255
sg_10879_2	SMR3B	587	354	347	329	135	295
sg_27077_2	B9D1	3203	3178	3193	2821	4913	4537
sg_55721_3	IQCC	1306	916	440	581	759	1309
sg_80013_4	FAM188A	1434	1589	1733	1851	2483	1903
sg_8034_2	SLC25A16	1516	1593	1984	1557	1014	1598
sg_9942_4	XYLB	4127	4027	4517	3143	2819	2772
sg_26001_3	RNF167	2724	2133	2596	1553	1458	2040
sg_27248_2	ERLEC1	3391	2986	2246	1882	2712	1904
sg_152330_1	CNTN4	1937	1963	2124	1868	4321	2134
sg_342538_3	NACA2	2999	2410	2210	1751	2497	2609
sg_390538_4	OR4M2	3547	1853	1670	1525	1846	2219
sg_51501_4	C11orf73	1343	1199	371	231	913	529
sg_22834_4	ZNF652	2104	2042	1909	1082	1874	1905
sg_4043_3	LRPAP1	1095	881	431	715	837	435
sg_56658_3	TRIM39	1291	1109	1353	767	1305	1155
sg_441932_4	OR2W5	3872	3942	3799	3802	2169	1913
sg_2296_2	FOXC1	3973	3227	3084	2763	1593	1021
sg_255220_4	TXNDC8	3438	3053	3141	2403	2111	3026
sg_100288695_1	LIMS3L	4271	2714	2897	2222	1641	1146
sg_360_1	AQP3	3622	3270	3349	3582	2222	1998
sg_390275_1	OR8A1	4239	3857	4146	3898	4197	4741
sg_388325_2	SCIMP	1253	1211	896	708	1081	811
sg_10516_2	FBLN5	2614	2219	1913	1789	2450	2313
sg_114824_2	PNMA5	3059	2826	2978	2007	1996	2224
sg_79019_2	CENPM	1823	198	83	65	11	6
sg_8022_2	LHX3	4556	3767	3066	2993	4644	3650
sg_8530_1	CST7	3525	2893	3415	2653	3922	2374
sg_5118_2	PCOLCE	3369	2942	2338	2636	1833	3321
sg_84256_2	FLYWCH1	5668	4388	3150	2518	1876	1671
sg_NTC_417	Non_Targeting_Control_417	5029	4804	5975	3541	2926	3216
sg_23328_1	SASH1	5584	5189	4903	4421	4385	3778
sg_7732_1	RNF112	1976	1677	1706	1360	1121	1432
sg_348174_1	CLEC18A	1059	695	515	576	777	456
sg_253017_3	TECRL	1385	853	940	1300	633	862
sg_1961_3	EGR4	3062	2467	2967	2068	1506	1208
sg_338675_1	OR5AP2	4379	4038	4058	3738	5903	4599
sg_11035_3	RIPK3	3456	3125	3014	2299	1945	1631
sg_23608_2	MKRN1	4328	3344	3670	2361	2907	2544
sg_5413_3	SEPT5	2484	996	729	674	137	146
sg_65985_2	AACS	1371	1117	1542	1178	655	335
sg_25796_4	PGLS	1203	1286	1296	591	1136	481
sg_400581_3	GRAPL	4640	2851	2311	2595	4244	6337
sg_6328_3	SCN3A	3605	3300	3905	3185	5300	3164
sg_2961_1	GTF2E2	2325	1731	802	621	584	517
sg_143241_3	DYDC1	4503	4344	4368	3585	3529	1995
sg_10733_2	PLK4	2353	725	563	354	545	103
sg_504180_3	DEFB105B	3793	3119	4006	2630	2902	2794
sg_57624_3	NYAP2	2288	2178	2746	2182	1823	2028
sg_97_1	ACYP1	3168	3193	3146	2993	2164	1970
sg_911_1	CD1C	3199	2502	2730	2199	1500	868
sg_NTC_568	Non_Targeting_Control_568	7754	7457	9065	6910	9533	7602
sg_2_1	A2M	2309	2070	2778	2261	1046	972
sg_26219_3	OR1J4	2276	1667	2086	1213	1206	1561
sg_100529251_1	CKLF-CMTM1	1431	1304	1364	968	268	277
sg_253959_1	RALGAPA1	1063	894	522	1096	514	210
sg_30011_4	SH3KBP1	5724	5449	5574	4858	7463	4640
sg_9158_4	FIBP	4964	4928	7150	5537	6506	5131
sg_9711_4	KIAA0226	2805	2424	1661	2252	3126	2324
sg_51678_2	MPP6	3728	3228	2726	2053	2326	1888
sg_9353_4	SLIT2	2984	2502	3646	2123	2423	2431
sg_10518_1	CIB2	6316	5949	6052	5590	3039	3184
sg_25928_3	SOSTDC1	1368	1243	846	1101	1013	825
sg_6903_4	TBCC	2343	1925	1451	1338	1851	835
sg_84215_2	ZNF541	2638	2006	2490	1566	2415	3849
sg_9906_1	SLC35E2	2142	1616	1428	1137	529	1708
sg_5188_4	GATB	2934	2526	384	268	411	396
sg_55972_1	SLC25A40	2533	2347	2754	1929	967	1524
sg_152206_3	CCDC13	5662	5048	5987	4168	3337	2244
sg_6456_2	SH3GL2	2948	3023	3726	2644	1884	2140
sg_55827_2	DCAF6	4103	3693	4284	3832	3377	2354
sg_10186_4	LHFP	4753	4341	4337	3502	3693	2529
sg_326_2	AIRE	3192	3163	2949	2542	1811	1875
sg_49860_4	CRNN	3659	3241	3082	2522	1768	1219
sg_9493_3	KIF23	2749	621	20	68	25	22
sg_91746_1	YTHDC1	4812	1480	800	666	369	813
sg_3475_1	IFRD1	2676	2223	2022	1637	2962	2819
sg_56301_2	SLC7A10	3139	2888	2926	2321	3197	3331
sg_391195_3	OR2T33	4545	3170	2949	2619	1837	2693
sg_2673_1	GFPT1	1998	1377	306	464	177	354
sg_83953_2	FCAMR	4329	3940	4244	3425	4057	1907
sg_26287_1	ANKRD2	3672	2865	2955	2406	2103	1943
sg_23557_1	SNAPIN	2198	1672	1229	769	691	810
sg_56659_3	KCNK13	5676	4671	4048	3549	2975	2579
sg_401993_4	OR2T5	4261	3141	2180	1970	3036	1998
sg_2569_1	GABRR1	5737	5335	5899	4347	3564	2532
sg_4488_3	MSX2	4322	3358	2664	2626	2258	1815
sg_2185_1	PTK2B	1525	1408	1316	1027	867	656
sg_55159_2	RFWD3	2093	1769	1495	1211	2843	2890
sg_7472_1	WNT2	5901	4254	3390	2567	4141	4005
sg_7545_1	ZIC1	3647	3538	3566	3290	5170	5600
sg_57758_4	SCUBE2	4093	3593	3293	2957	2381	1156
sg_7161_4	TP73	2268	1738	1713	2218	1520	2145
sg_5582_2	PRKCG	1549	943	1116	1395	312	224
sg_57602_4	USP36	3933	2196	1242	1059	1743	1135
sg_729830_3	FAM160A1	3878	3509	3417	3002	2592	2102
sg_79324_3	OR51G1	4024	3825	3865	3169	4012	5353
sg_84861_2	KLHL22	1355	985	724	636	690	196
sg_91289_1	LMF2	4466	4146	3739	3087	2271	2700
sg_7471_4	WNT1	3669	2887	3375	1989	4719	3906
sg_340273_3	ABCB5	3248	2656	2310	1924	2074	725
sg_339829_4	CCDC39	2513	1836	1609	1703	1203	1498
sg_5708_1	PSMD2	1992	1289	736	482	290	156
sg_10869_3	USP19	2232	1729	754	1065	1699	1211
sg_92106_2	OXNAD1	2340	2420	2498	2212	950	2289
sg_147948_3	ZNF582	1347	1495	1545	1018	677	683
sg_79666_2	PLEKHF2	1575	1067	1037	1290	1214	1469
sg_728597_4	DCDC2C	4189	3627	3690	3447	2567	3199
sg_6125_3	RPL5	3585	725	309	141	354	167
sg_953_3	ENTPD1	3864	3739	4009	3095	3829	3880
sg_2558_2	GABRA5	3977	3525	3815	3076	3602	2564
sg_9276_3	COPB2	2212	1290	445	306	468	502
sg_83551_4	TAAR8	2313	1543	1934	1419	1424	914
sg_6950_4	TCP1	2213	333	31	31	3	7
sg_647309_1	GMNC	1137	907	1024	929	963	622
sg_9630_3	GNA14	2061	1545	1845	925	1099	1482
sg_29982_1	NRBF2	6802	4879	3697	3068	2668	3448
sg_1544_1	CYP1A2	2783	2358	2847	2719	2489	1800
sg_9070_2	ASH2L	1872	661	292	230	107	194
sg_9295_4	SRSF11	2615	548	380	164	155	277
sg_4336_1	MOBP	1191	1216	1055	1128	1787	1221
sg_219833_4	C11orf45	4182	3367	2747	3014	2271	1771
sg_200162_1	SPAG17	5191	3454	3612	2573	2070	1901
sg_1740_3	DLG2	3936	3276	4058	2420	2469	3384
sg_9092_3	SART1	2418	1723	1247	1353	718	740
sg_10693_3	CCT6B	2348	1923	1863	1134	701	948
sg_116328_3	C8orf34	3214	2671	3149	2015	2714	2588
sg_390155_4	OR5T1	3150	3027	3673	3014	2225	3902
sg_56999_1	ADAMTS9	3097	2644	3163	1863	2237	3227
sg_140690_4	CTCFL	4220	3716	4129	3686	5553	4401
sg_51192_3	CKLF	5081	4468	5418	4945	3506	3603
sg_93474_3	ZNF670	2571	2240	2887	2311	1044	1044
sg_221264_2	AK9	2657	2163	2285	2062	2218	2518
sg_972_2	CD74	4281	3329	2951	2881	2577	5103
sg_282969_3	FUOM	1764	1285	1756	872	445	471
sg_119749_1	OR4C46	7169	6486	7792	5556	7445	6048
sg_2675_3	GFRA2	1545	1368	1265	1296	771	785
sg_6439_3	SFTPB	3918	2960	2746	2403	2358	2840
sg_5908_1	RAP1B	2978	2749	2501	1981	1499	1794
sg_7023_2	TFAP4	3879	2830	1776	2107	2514	2186
sg_65009_3	NDRG4	5449	4927	4552	4283	5999	6867
sg_6445_2	SGCG	3714	2328	1852	1517	1302	1574
sg_9889_1	ZBED4	4220	4207	4007	4195	4708	2890
sg_653643_3	GOLGA6D	2653	1238	1174	597	1261	830
sg_22908_1	SACM1L	3436	2260	1055	630	730	442
sg_NTC_591	Non_Targeting_Control_591	5095	4786	5604	4269	7191	9911
sg_325_1	APCS	3809	3639	3698	3100	2617	1807
sg_4331_2	MNAT1	3708	3258	2030	1408	2304	2744
sg_23237_4	ARC	6136	5048	6696	5552	5999	6312
sg_81706_1	PPP1R14C	3105	2823	2738	2028	1782	1906
sg_54585_1	LZTFL1	2937	2499	2449	2323	1977	2443
sg_2823_1	GPM6A	2304	2684	2480	2203	1669	1768
sg_1043_3	CD52	2284	1918	2782	1719	1790	1541
sg_728361_3	OVOL3	1638	1500	1293	1456	519	725
sg_151827_2	LRRC34	2794	2060	1053	1050	2490	1798
sg_6927_2	HNF1A	4932	5327	5870	5094	4900	2712
sg_9097_1	USP14	4156	4012	3543	2771	4678	4132
sg_4225_4	MEP1B	1701	1375	1158	1053	291	274
sg_11126_4	CD160	3727	2591	2286	2382	1142	874
sg_7535_2	ZAP70	2822	1866	2350	1571	541	487
sg_3696_3	ITGB8	2447	2091	1570	1675	2156	1651
sg_55118_3	CRTAC1	3893	3525	3645	3646	2696	3054
sg_221061_2	FAM171A1	1301	1244	1030	1068	738	433
sg_51527_4	GSKIP	1602	1579	1785	1385	1653	878
sg_80264_1	ZNF430	1224	1131	1395	1212	554	866
sg_2542_1	SLC37A4	5312	4782	4159	4444	4479	5852
sg_10525_2	HYOU1	2719	1861	607	484	701	683
sg_6137_1	RPL13	1825	1481	675	789	721	821
sg_653437_4	AQP12B	4368	3073	3655	2204	4075	2660
sg_81876_3	RAB1B	6090	5076	4334	4144	6988	5575
sg_26103_4	LRIT1	729	723	775	683	408	183
sg_3624_3	INHBA	4687	3432	3107	2378	2337	2404
sg_23248_1	RPRD2	2481	1220	452	764	231	532
sg_63946_2	DMRTC2	3008	2738	2891	2064	2373	2346
sg_257218_2	SHPRH	2535	1857	2936	1738	3080	1952
sg_5163_1	PDK1	4918	4235	4589	2965	2576	3432
sg_10978_1	CLP1	3402	927	290	172	238	321
sg_28999_1	KLF15	5734	6089	7352	5653	4459	5280
sg_375316_1	RBM44	4252	3231	3212	2698	2082	1725
sg_26338_1	OR5L2	3572	2705	3089	2191	1812	2362
sg_11245_3	GPR176	5630	5278	4684	4225	6183	5642
sg_206358_2	SLC36A1	2910	2652	2245	2394	1824	2667
sg_285335_4	SLC9C1	4541	3558	3315	2649	1627	2396
sg_7538_1	ZFP36	2898	2934	2637	2603	3614	2017
sg_NTC_118	Non_Targeting_Control_118	8758	7873	9384	7270	8678	9878
sg_79990_4	PLEKHH3	2570	2189	2368	2606	939	767
sg_347527_4	ARSH	4019	3598	4328	2521	2115	2813
sg_89876_1	MAATS1	2310	2046	1448	1028	1052	846
sg_8786_4	RGS11	2689	2211	2702	2049	1777	1874
sg_5793_2	PTPRG	760	645	364	451	2284	2302
sg_85291_4	KRTAP4-2	6012	2402	1597	1369	2873	2576
sg_342357_4	ZKSCAN2	6448	5132	4316	4169	1865	2034
sg_9455_1	HOMER2	3483	3125	3308	2968	2904	3111
sg_92154_3	MTSS1L	2902	2527	2778	2102	2771	2982
sg_64065_1	PERP	4349	4596	4941	3607	3570	2583
sg_1543_4	CYP1A1	2025	1522	1889	955	2010	1696
sg_9607_1	CARTPT	1841	1227	968	475	710	382
sg_9154_4	SLC28A1	4895	3842	4281	3294	3199	3359
sg_83667_4	SESN2	6016	6079	6981	5295	3187	2801
sg_25839_1	COG4	2372	1267	153	194	96	141
sg_388611_1	CD164L2	3520	3654	4345	2828	2761	5010
sg_NTC_557	Non_Targeting_Control_557	6599	6727	7048	5848	7540	7856
sg_10110_4	SGK2	2354	1821	1677	1545	2752	2245
sg_525_1	ATP6V1B1	3840	3232	3102	2648	2026	3030
sg_10395_2	DLC1	1725	1163	1650	1247	406	543
sg_92912_1	UBE2Q2	2155	2120	1993	1602	1829	1320
sg_3347_3	HTN3	2263	2248	2832	2292	1861	1510
sg_80312_1	TET1	5114	4559	5111	3787	2640	2380
sg_7284_1	TUFM	1430	1235	43	212	82	33
sg_149018_1	LELP1	3994	3486	3710	3271	2197	1509
sg_285800_1	PRR18	3981	3751	3693	3711	4848	6869
sg_147968_2	CAPN12	3818	3789	3752	3113	3150	2384
sg_3702_1	ITK	2611	2229	2211	1489	2364	1372
sg_10482_4	NXF1	4644	622	134	127	164	228
sg_553115_2	PEF1	5903	4721	4179	3643	3558	2148
sg_3843_3	IPO5	3616	2786	1640	1192	1143	1044
sg_2512_4	FTL	1530	992	920	745	637	740
sg_154807_1	VKORC1L1	4585	3405	1926	2304	2031	1734
sg_65986_4	ZBTB10	1435	927	1003	1019	185	427
sg_401190_1	RGS7BP	3676	2931	2846	3195	1750	1633
sg_390595_1	UBAP1L	4213	2942	2832	1909	1562	1329
sg_140733_4	MACROD2	5048	4334	4722	3608	5622	3322
sg_54858_1	PGPEP1	6674	5848	6743	4428	4283	3558
sg_26003_2	GORASP2	3624	2679	2165	2292	1306	2110
sg_6598_4	SMARCB1	4157	2712	1684	2468	892	803
sg_79092_4	CARD14	2595	1876	1899	1225	883	387
sg_29850_2	TRPM5	1662	1368	1620	1474	2961	1825
sg_6477_1	SIAH1	4695	4400	5840	2993	4698	4035
sg_4361_4	MRE11A	4727	3782	640	327	1338	203
sg_129531_1	MITD1	4435	3271	4161	2791	2200	1945
sg_940_1	CD28	5070	4898	4300	3786	4489	3127
sg_1012_4	CDH13	1918	1947	2034	1387	1063	1281
sg_121273_3	C12orf54	1439	1378	912	772	422	314
sg_54_2	ACP5	3817	3502	3326	2884	3185	2632
sg_2671_1	GFER	1861	800	57	89	51	46
sg_152940_2	C4orf45	1161	653	908	375	427	648
sg_64102_1	TNMD	1133	1135	1046	967	518	944
sg_283152_1	CCDC153	1913	1480	1369	627	1305	913
sg_865_2	CBFB	3176	3381	3376	2481	1419	1661
sg_253827_1	MSRB3	5276	3942	4416	3486	3266	3610
sg_79290_1	OR13A1	3081	2672	2897	2124	1983	3105
sg_151473_3	SLC16A14	2180	1620	2395	1753	2173	2676
sg_441932_3	OR2W5	2107	1743	2522	1383	757	507
sg_92689_3	FAM114A1	2766	2689	2858	2233	1817	2208
sg_10884_4	MRPS30	3269	2419	692	626	571	438
sg_6603_3	SMARCD2	4625	4203	6707	5128	3429	3455
sg_402135_4	OR5K2	5139	4492	4965	4848	5028	3072
sg_NTC_893	Non_Targeting_Control_893	3796	3293	4522	3498	5527	4877
sg_1643_2	DDB2	1254	1042	1040	1062	1177	514
sg_4111_3	MAGEA12	1283	1186	1031	1288	645	1198
sg_8528_2	DDO	2149	1864	1991	1853	2996	1752
sg_120065_3	OR5P2	2283	2442	2223	1723	1470	1308
sg_55343_2	SLC35C1	5334	5191	6671	4709	8418	6646
sg_286006_2	LSMEM1	1151	1243	1460	819	1137	945
sg_2999_2	GZMH	6048	5723	4492	4563	2237	2150
sg_495_3	ATP4A	3660	3669	5769	3525	5252	2813
sg_4904_2	YBX1	2938	1833	493	688	925	1358
sg_8814_2	CDKL1	1805	1614	2062	1309	2806	1004
sg_132625_3	ZFP42	3303	3225	3614	2808	3085	3151
sg_84720_1	PIGO	5153	4605	3967	3542	4041	2376
sg_138050_4	HGSNAT	2755	2444	3224	2668	1617	1906
sg_7574_3	ZNF26	3525	2882	3273	2138	3118	3001
sg_127703_2	C1orf216	2760	2635	3024	2420	1606	1599
sg_8763_3	CD164	3907	3489	4367	2956	2239	2803
sg_343563_3	OR2T29	2166	1559	726	968	595	656
sg_43_2	ACHE	2045	1113	1149	757	520	228
sg_55317_3	AP5S1	6032	5973	7484	4948	7280	6686
sg_85301_2	COL27A1	1862	1779	2413	1770	2431	1639
sg_1107_4	CHD3	3112	2525	2449	2127	817	1030
sg_390142_4	OR5D13	997	1077	1451	1012	741	915
sg_6549_1	SLC9A2	2844	2003	1828	1125	1090	1174
sg_1263_4	PLK3	1752	1594	1673	2230	673	1102
sg_133491_1	C5orf47	4474	4333	4939	4045	3164	4412
sg_28_1	ABO	2329	1852	2416	1368	2287	2496
sg_5688_3	PSMA7	639	134	39	32	6	82
sg_23484_2	LEPROTL1	1964	2077	2792	2281	1097	1203
sg_6351_3	CCL4	4146	3797	3384	2736	3131	4023
sg_22986_2	SORCS3	2336	1781	1683	1808	1311	1052
sg_84671_2	ZNF347	2526	2527	3378	1610	2206	2517
sg_653619_1	PRAMEF15	4952	3211	2395	2321	1517	1195
sg_10293_3	TRAIP	1980	1284	123	182	219	89
sg_84064_2	HDHD2	1791	1762	1604	1018	2541	1136
sg_81689_3	ISCA1	4512	3333	632	485	549	382
sg_253558_2	LCLAT1	2097	1854	2972	1891	564	596
sg_3809_3	KIR2DS4	2835	1409	603	350	218	238
sg_7086_1	TKT	4527	3090	596	362	299	178
sg_51318_3	MRPL35	1669	1920	2074	1658	2083	1427
sg_11277_4	TREX1	2372	2809	2405	1948	1410	844
sg_113452_2	TMEM54	3547	3074	4102	3203	1759	1710
sg_25903_2	OLFML2B	5871	6182	6807	4861	5093	4690
sg_93611_1	FBXO44	2459	2009	1800	1559	1828	1447
sg_5948_2	RBP2	6619	5618	5631	4234	2842	2934
sg_5737_2	PTGFR	4594	4390	3607	3725	2625	4171
sg_100505679_1	UBE2Q2L	2409	1630	2093	1193	970	707
sg_392392_2	OR1K1	2643	2963	2422	2360	1803	1441
sg_680_2	BRS3	1606	1749	2322	1415	2254	1982
sg_221823_4	PRPS1L1	4569	4227	4768	4136	2619	3011
sg_284417_2	TMEM150B	3494	2655	2616	2114	2200	2902
sg_1303_2	COL12A1	3612	3575	3905	2644	2653	5060
sg_253725_2	FAM21C	5368	2861	2315	2140	2006	1042
sg_3445_1	IFNA8	3542	3201	5067	3244	4257	2117
sg_6913_1	TBX15	4080	3316	3111	2806	2808	2017
sg_59340_4	HRH4	4638	4011	3225	3579	2080	2014
sg_10922_1	FASTK	3495	3618	3019	2754	1989	2227
sg_79187_2	FSD1	2093	1620	1420	1497	2018	2696
sg_23550_4	PSD4	2659	1576	1653	1435	549	848
sg_558_2	AXL	1892	1498	1916	1363	611	442
sg_148198_1	ZNF98	4611	3080	3117	3217	1582	1652
sg_401387_1	LRRD1	4395	3693	3958	3447	1487	1701
sg_1296_4	COL8A2	1118	993	686	785	247	135
sg_8435_1	SOAT2	4364	3624	3790	2286	2841	3132
sg_2961_3	GTF2E2	3061	475	114	145	555	2083
sg_10015_1	PDCD6IP	5186	3839	3752	2390	1904	2130
sg_50649_3	ARHGEF4	1877	1681	1167	1815	855	755
sg_219479_2	OR5R1	3587	2640	3415	2548	1589	1622
sg_50945_3	TBX22	3729	3664	3668	3074	6363	5684
sg_100287478_3	USP17L21	1794	709	331	200	202	98
sg_199223_2	TTC21A	2512	1802	1828	970	1038	870
sg_6871_1	TADA2A	6089	4568	2867	2456	1632	2088
sg_100506888_2	TCEB3CL2	1044	1149	1153	911	454	735
sg_374872_4	C19orf35	3251	2448	2088	1637	1376	1068
sg_95_2	ACY1	2540	2014	2197	1117	1216	594
sg_54511_2	HMGCLL1	2188	1916	2508	1228	1843	846
sg_3035_2	HARS	1505	305	110	35	21	4
sg_9990_3	SLC12A6	2201	2148	2114	2135	1685	1247
sg_2029_2	ENSA	2139	1638	1333	1127	1165	925
sg_125336_1	LOXHD1	3201	2572	2394	2117	3441	1560
sg_668_3	FOXL2	3277	3419	3285	2760	1956	2003
sg_154881_4	KCTD7	2936	2419	2822	2083	4839	4493
sg_8673_2	VAMP8	2842	2023	1828	1462	1521	1386
sg_11340_2	EXOSC8	2601	1207	838	337	1052	488
sg_5073_2	PARN	1687	1211	814	1164	1846	1452
sg_6666_2	SOX12	3524	3814	3374	2273	2083	1612
sg_199699_1	DAND5	4811	3034	2498	2359	1568	1683
sg_283431_4	GAS2L3	2509	1967	1559	1530	849	443
sg_7247_2	TSN	5785	4982	4774	4091	4004	3435
sg_51001_3	MTERF3	4360	3587	3885	3201	1880	3128
sg_124274_1	GPR139	1718	1527	1672	1495	3247	3317
sg_60559_2	SPCS3	3864	3553	2066	1796	3211	3858
sg_22852_1	ANKRD26	3637	3541	3208	2867	1842	1875
sg_401409_2	RAB19	3151	2470	2999	2386	2190	815
sg_3688_4	ITGB1	4832	4159	4273	3360	4157	3977
sg_7465_2	WEE1	1770	617	517	366	761	125
sg_2016_2	EMX1	3990	3703	3540	3116	4922	5234
sg_6645_4	SNTB2	4651	3886	5317	3949	2866	3000
sg_134430_4	WDR36	4377	663	18	82	17	84
sg_646262_3	LACTBL1	5833	4686	5338	3672	3110	3068
sg_91298_4	C12orf29	3403	2852	3304	3525	2541	1445
sg_1579_1	CYP4A11	2076	1857	1904	2136	2930	3689
sg_5547_2	PRCP	3915	3714	3369	3608	1785	2072
sg_185_3	AGTR1	1904	1424	1364	584	1414	842
sg_100505478_4	LOC100505478	3757	3434	3012	2537	1462	1250
sg_84174_3	SLA2	3594	2507	3036	2341	13197	8511
sg_1854_1	DUT	3830	808	216	187	237	144
sg_5544_2	PRB3	4803	4372	4667	4387	3137	2722
sg_9426_2	CDY2A	1662	1759	1813	1898	1685	1414
sg_24141_2	LAMP5	4694	4420	4563	3108	5059	4191
sg_3799_3	KIF5B	2366	1880	1656	1203	2136	1254
sg_80856_1	KIAA1715	6023	4910	5062	4719	2984	2982
sg_81794_1	ADAMTS10	3249	2112	2363	2033	1813	2139
sg_80194_4	TMEM134	3973	2736	2465	2764	1948	1235
sg_8436_2	SDPR	7675	6590	6238	4667	5445	4495
sg_200185_1	KRTCAP2	4592	2422	1837	1301	808	1125
sg_9240_1	PNMA1	4911	4850	5396	3476	5518	4602
sg_196415_4	C12orf77	1925	1702	2065	1847	2045	1241
sg_6863_2	TAC1	3581	2775	2904	2185	3750	3537
sg_84879_4	MFSD2A	3357	3200	3010	2516	2252	3392
sg_2251_2	FGF6	2232	1706	1641	1517	1138	1359
sg_51257_4	MARCH2	2712	2109	2263	2013	1462	1357
sg_NTC_448	Non_Targeting_Control_448	3020	2239	2814	1929	4264	4958
sg_9034_2	CCRL2	1232	845	638	615	934	666
sg_124512_3	METTL23	973	994	1098	675	308	327
sg_1729_4	DIAPH1	3297	2897	1925	1641	3114	1427
sg_27299_1	ADAMDEC1	1893	1776	2039	1607	1690	1877
sg_341568_2	OR8S1	1401	1050	1483	831	1206	697
sg_91801_3	ALKBH8	1432	916	1699	1162	929	891
sg_90693_4	CCDC126	2861	2434	3394	2129	4106	4315
sg_1460_1	CSNK2B	3163	2513	823	597	1112	1402
sg_6363_4	CCL19	1253	1150	1171	665	612	441
sg_100507203_3	SMLR1	3158	2892	2516	2166	1328	1610
sg_6447_3	SCG5	1407	1348	1098	1056	793	1101
sg_63923_4	TNN	5812	4742	6100	4704	4052	3329
sg_55293_2	UEVLD	6005	5127	5052	4580	5267	6106
sg_55726_4	ASUN	2495	2052	1236	910	1017	1052
sg_442862_3	PRY2	1175	1403	908	1152	1437	2220
sg_93659_1	CGB5	5648	2694	1498	917	1066	1304
sg_5562_3	PRKAA1	1290	904	1033	616	309	715
sg_4594_1	MUT	4452	4196	4778	4099	4067	3012
sg_55812_4	SPATA7	4903	4534	4498	3692	3967	3452
sg_3805_3	KIR2DL4	2682	2014	1921	1580	3697	3496
sg_57539_3	WDR35	2120	2245	1547	1579	1272	1509
sg_2289_2	FKBP5	1442	1561	1160	880	1884	1656
sg_3483_4	IGFALS	2995	2771	3200	2624	2748	1686
sg_28999_4	KLF15	6092	4856	5838	4437	5177	4512
sg_65109_2	UPF3B	3221	3085	2989	2675	3069	4954
sg_3560_3	IL2RB	614	408	447	281	28	41
